Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
arenagi01,38:42,7,18,.389,1,2,.500,7,11,.636,0,7,7,5,0,0,3,2,22,-13
butleca01,37:57,7,18,.389,1,4,.250,7,8,.875,2,4,6,0,1,0,2,1,22,-1
millemi01,34:35,2,3,.667,1,2,.500,7,8,.875,1,7,8,3,1,0,1,5,12,-16
haywobr01,26:42,3,8,.375,0,0,,2,2,1.000,3,6,9,0,1,1,1,6,8,-6
obertfa01,24:57,1,2,.500,0,0,,1,2,.500,0,1,1,2,0,0,0,2,3,-9
blatcan01,25:09,3,7,.429,0,0,,1,2,.500,4,4,8,1,0,2,3,4,7,-1
foyera01,19:34,3,7,.429,1,2,.500,0,0,,0,1,1,1,0,0,1,1,7,-14
stevede01,17:39,0,4,.000,0,4,.000,3,4,.750,0,2,2,0,0,1,1,2,3,-9
mcgeeja01,11:26,0,1,.000,0,0,,2,2,1.000,2,3,5,0,1,1,1,4,2,+1
mcguido01,1:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+4
youngni01,1:38,1,1,1.000,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,4,+4
Team Totals,240,27,69,.391,4,14,.286,32,41,.780,12,36,48,12,4,5,13,27,90,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,35:59,7,16,.438,2,7,.286,11,13,.846,3,5,8,6,3,0,4,0,27,+5
varejan01,31:34,5,9,.556,0,0,,0,0,,4,6,10,3,1,1,0,3,10,+11
willima01,30:50,6,14,.429,3,4,.750,0,0,,0,4,4,6,1,0,1,5,15,+18
onealsh01,28:32,7,9,.778,0,0,,7,10,.700,2,6,8,3,0,1,1,4,21,+9
parkean01,28:13,2,12,.167,1,6,.167,0,0,,0,0,0,1,0,0,0,3,5,+16
gibsoda01,26:39,5,8,.625,4,5,.800,0,1,.000,1,0,1,2,1,0,0,2,14,+6
ilgauzy01,21:03,1,6,.167,0,0,,1,2,.500,2,2,4,0,0,1,0,3,3,+3
westde01,20:50,2,7,.286,0,2,.000,0,1,.000,0,2,2,4,2,0,0,3,4,+3
moonja01,8:55,1,4,.250,1,2,.500,0,0,,0,3,3,0,0,0,1,1,3,+6
hicksjj01,4:27,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,-9
willija04,1:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4
jacksda01,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
Team Totals,240,36,86,.419,11,26,.423,19,27,.704,13,29,42,25,8,3,7,25,102,
