Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jennibr01,36:53,5,21,.238,1,8,.125,7,7,1.000,2,2,4,8,2,0,2,2,18,+1
ilyaser01,31:00,8,15,.533,2,5,.400,0,0,,1,6,7,1,2,1,1,2,18,+6
delfica01,23:58,3,6,.500,0,1,.000,0,0,,2,4,6,5,0,0,1,2,6,-7
bogutan01,17:09,2,7,.286,0,0,,0,0,,3,5,8,0,0,2,0,5,4,+2
mbahalu01,14:12,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,2,0,2,+1
bellch01,31:30,6,13,.462,3,8,.375,1,1,1.000,1,0,1,0,0,1,0,2,16,-1
warriha01,23:17,1,3,.333,0,0,,1,2,.500,0,3,3,1,0,1,1,2,3,-6
reddmi01,20:44,2,9,.222,1,3,.333,2,4,.500,0,2,2,3,0,0,1,0,7,-3
thomaku01,17:38,3,6,.500,0,0,,0,0,,1,6,7,1,0,0,0,3,6,-9
ridnolu01,16:39,0,3,.000,0,1,.000,0,0,,0,1,1,4,0,1,1,3,0,-2
elsonfr01,6:56,1,3,.333,0,0,,0,0,,2,0,2,1,0,0,0,1,2,+1
meeksjo01,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Team Totals,240,32,88,.364,7,26,.269,11,14,.786,12,29,41,24,4,6,9,22,82,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,38:22,6,13,.462,2,4,.500,12,14,.857,1,9,10,8,0,3,6,1,26,+3
willima01,35:43,5,13,.385,2,5,.400,5,5,1.000,0,2,2,3,2,0,2,3,17,+3
parkean01,21:42,1,4,.250,1,2,.500,0,0,,1,3,4,1,1,0,0,0,3,+7
hicksjj01,18:01,1,3,.333,0,0,,0,2,.000,1,2,3,0,0,0,0,0,2,+1
onealsh01,17:28,4,6,.667,0,0,,1,2,.500,1,5,6,1,0,1,2,2,9,-7
varejan01,30:28,3,8,.375,0,0,,0,0,,2,5,7,0,1,0,0,3,6,+10
westde01,26:58,5,9,.556,0,1,.000,2,3,.667,0,4,4,2,1,1,2,1,12,-4
moonja01,23:08,0,2,.000,0,1,.000,2,2,1.000,0,3,3,0,0,2,1,2,2,-9
ilgauzy01,15:33,2,3,.667,0,0,,2,2,1.000,0,5,5,2,0,1,0,3,6,+11
gibsoda01,12:37,1,5,.200,0,1,.000,0,1,.000,0,0,0,1,0,0,0,1,2,0
Team Totals,240,28,66,.424,5,14,.357,24,31,.774,6,38,44,18,5,8,13,16,85,
