Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
bryanko01,39:57,12,31,.387,2,6,.333,5,8,.625,1,1,2,4,0,0,3,2,31,-8
artesro01,34:41,3,10,.300,2,8,.250,0,1,.000,3,4,7,4,1,0,0,3,8,-1
fishede01,34:28,2,4,.500,1,3,.333,1,2,.500,0,1,1,4,1,0,3,3,6,-3
gasolpa01,32:54,5,14,.357,0,0,,3,6,.500,3,7,10,1,1,0,0,5,13,-3
bynuman01,26:50,3,5,.600,0,0,,1,2,.500,3,5,8,1,0,2,1,4,7,+3
odomla01,34:42,3,5,.600,1,1,1.000,3,3,1.000,4,6,10,2,2,0,0,3,10,-12
brownsh01,13:32,1,6,.167,1,2,.500,2,2,1.000,0,1,1,1,1,0,0,0,5,-3
farmajo01,12:15,2,4,.500,1,3,.333,0,0,,0,1,1,0,0,1,0,0,5,-1
waltolu01,8:54,1,4,.250,0,0,,0,0,,1,1,2,1,0,0,0,0,2,-2
mbengdj01,1:34,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,0
vujacsa01,0:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Team Totals,240,32,83,.386,8,23,.348,15,24,.625,15,28,43,18,6,3,8,21,87,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
westde01,42:50,1,4,.250,1,1,1.000,0,0,,0,4,4,3,0,2,1,2,3,+6
jamesle01,40:24,13,25,.520,1,9,.111,10,13,.769,0,5,5,9,2,1,4,3,37,+5
onealsh01,28:27,5,9,.556,0,0,,3,4,.750,1,5,6,3,1,1,2,3,13,+3
parkean01,26:16,3,6,.500,2,3,.667,0,0,,0,3,3,0,0,0,0,2,8,+2
hicksjj01,25:11,4,6,.667,0,0,,3,4,.750,2,12,14,1,0,0,2,1,11,+6
varejan01,23:35,4,6,.667,0,0,,3,4,.750,1,7,8,1,0,0,0,3,11,-1
gibsoda01,19:27,1,1,1.000,1,1,1.000,0,0,,0,0,0,2,0,0,1,2,3,+5
ilgauzy01,18:24,2,7,.286,1,2,.500,0,0,,1,4,5,1,0,0,3,3,5,0
willija04,15:26,1,7,.143,0,2,.000,0,0,,1,2,3,1,0,0,0,3,2,+4
Team Totals,240,34,71,.479,6,18,.333,19,25,.760,6,42,48,21,3,4,13,22,93,
