Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
gasolpa01,43:44,6,15,.400,0,0,,6,8,.750,3,9,12,6,1,1,0,1,18,+11
odomla01,38:07,13,19,.684,0,1,.000,2,3,.667,7,10,17,2,0,1,2,1,28,+9
bryanko01,34:36,8,17,.471,0,2,.000,3,3,1.000,0,3,3,2,1,0,2,2,19,+4
waltolu01,30:01,3,6,.500,1,2,.500,0,0,,1,1,2,4,0,0,1,3,7,+13
fishede01,28:21,5,9,.556,2,6,.333,1,2,.500,0,1,1,3,3,0,0,0,13,+10
farmajo01,19:52,1,7,.143,0,5,.000,0,0,,0,2,2,4,1,1,0,3,2,+1
arizatr01,17:44,3,7,.429,0,2,.000,0,0,,0,1,1,2,0,2,0,2,6,-1
vujacsa01,13:27,2,4,.500,0,2,.000,0,0,,0,1,1,2,0,0,0,1,4,+3
poweljo01,9:53,2,4,.500,0,0,,0,0,,1,1,2,0,0,0,1,2,4,+1
mihmch01,4:16,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,1,0,-1
Team Totals,240,43,88,.489,3,20,.150,12,16,.750,12,30,42,25,7,5,6,16,101,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
willima01,41:53,7,19,.368,3,4,.750,2,2,1.000,1,3,4,2,1,0,2,4,19,-11
jamesle01,40:08,5,20,.250,2,8,.250,4,8,.500,3,5,8,12,0,0,1,1,16,-12
ilgauzy01,33:43,9,16,.563,0,0,,4,6,.667,5,4,9,2,0,2,2,3,22,-7
wallabe01,17:13,1,4,.250,0,0,,0,0,,2,2,4,2,2,1,0,2,2,-5
pavloal01,12:00,2,2,1.000,1,1,1.000,0,0,,0,1,1,0,1,0,1,1,5,+2
szczewa02,34:01,6,11,.545,4,5,.800,0,0,,1,3,4,1,0,0,0,3,16,-7
varejan01,26:06,2,6,.333,0,0,,2,2,1.000,1,8,9,1,0,0,1,4,6,-8
gibsoda01,24:18,2,6,.333,1,5,.200,0,1,.000,0,1,1,1,1,1,1,2,5,0
hicksjj01,10:38,0,3,.000,0,0,,0,0,,2,0,2,1,0,0,1,1,0,-2
Team Totals,240,34,87,.391,11,23,.478,12,19,.632,15,27,42,22,5,4,9,21,91,
