Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,42:10,9,25,.360,1,5,.200,4,8,.500,2,7,9,4,4,1,6,1,23,-11
pavloal01,34:24,5,12,.417,2,6,.333,0,0,,0,0,0,3,1,1,0,4,12,-9
willima01,33:59,6,16,.375,2,5,.400,2,2,1.000,2,4,6,5,0,0,5,2,16,-9
varejan01,33:40,5,10,.500,0,0,,0,2,.000,3,9,12,2,1,3,1,3,10,-4
wallabe01,18:55,1,1,1.000,0,0,,1,2,.500,5,1,6,1,1,1,0,1,3,0
gibsoda01,23:10,2,5,.400,2,4,.500,0,0,,0,0,0,1,1,0,1,1,6,-10
szczewa02,22:55,3,5,.600,1,3,.333,0,0,,0,4,4,2,0,0,0,1,7,-10
hicksjj01,19:21,3,4,.750,0,0,,5,5,1.000,3,1,4,0,1,2,0,0,11,-18
wrighlo02,7:59,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-8
kinseta01,1:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
jacksda01,1:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
willija04,1:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Team Totals,240,34,80,.425,8,23,.348,12,19,.632,15,26,41,19,9,8,13,14,88,
Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
bryanko01,40:44,9,22,.409,1,5,.200,1,3,.333,1,5,6,12,1,1,5,1,20,+16
gasolpa01,35:45,11,13,.846,0,0,,0,2,.000,6,7,13,1,0,0,2,1,22,+12
fishede01,33:58,5,12,.417,1,5,.200,0,0,,1,1,2,5,1,0,1,2,11,+6
bynuman01,28:55,6,10,.600,0,0,,2,6,.333,1,5,6,2,0,2,2,5,14,+11
radmavl01,20:04,2,4,.500,2,4,.500,0,0,,0,2,2,1,1,0,0,0,6,+8
odomla01,31:08,4,10,.400,0,2,.000,0,0,,4,6,10,2,1,3,3,5,8,+9
arizatr01,27:56,3,5,.600,2,2,1.000,2,2,1.000,3,1,4,2,4,0,1,2,10,+9
vujacsa01,20:59,4,7,.571,4,5,.800,2,2,1.000,1,1,2,2,1,1,1,1,14,+14
yuesu01,0:31,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0
Team Totals,240,44,84,.524,10,24,.417,7,15,.467,17,28,45,27,9,7,15,17,105,
