Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,43:06,5,16,.313,1,4,.250,9,11,.818,1,4,5,6,1,0,5,2,20,-11
goodedr01,41:04,5,11,.455,0,0,,0,0,,4,8,12,5,1,0,3,4,10,+4
pavloal01,38:54,6,9,.667,1,3,.333,1,1,1.000,0,6,6,1,2,2,2,1,14,-1
hughela01,36:10,5,10,.500,0,2,.000,2,3,.667,2,5,7,4,2,0,1,2,12,-11
ilgauzy01,35:49,7,13,.538,0,0,,1,2,.500,2,4,6,2,0,3,3,5,15,+7
snower01,18:52,2,3,.667,0,0,,1,1,1.000,0,1,1,3,0,0,1,2,5,+3
varejan01,12:56,2,4,.500,0,0,,0,0,,0,1,1,0,1,0,1,2,4,-14
gibsoda01,6:58,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,0,2,+5
marshdo01,6:12,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,2,0,-7
Team Totals,240,33,69,.478,2,11,.182,14,18,.778,10,29,39,22,7,5,16,20,82,
Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hamilri01,43:08,9,20,.450,1,3,.333,2,3,.667,0,1,1,6,1,0,4,3,21,+15
princta01,43:06,6,15,.400,0,1,.000,0,0,,3,3,6,1,1,0,0,3,12,+11
billuch01,41:39,4,10,.400,2,5,.400,4,5,.800,1,4,5,12,3,1,3,2,14,+12
mcdyean01,35:09,8,12,.667,0,0,,2,5,.400,4,9,13,2,1,3,0,2,18,+16
webbech01,34:47,5,11,.455,0,0,,1,2,.500,2,8,10,3,3,1,1,4,11,-1
wallara01,22:14,3,9,.333,0,4,.000,4,4,1.000,0,2,2,1,0,0,2,4,10,-4
murraro01,6:21,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-7
delfica01,4:54,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-6
hunteli01,4:52,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-10
maxieja01,3:51,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,0,1,-1
Team Totals,240,35,79,.443,3,13,.231,14,21,.667,11,27,38,26,9,5,11,19,87,
