Chicago Bulls
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hughela01,45:16,11,17,.647,1,2,.500,2,2,1.000,1,7,8,9,2,1,5,3,25,+2
noahjo01,40:16,4,5,.800,0,0,,2,3,.667,2,4,6,4,1,3,1,3,10,+3
denglu01,29:41,7,11,.636,0,0,,1,1,1.000,0,1,1,3,0,1,1,1,15,-2
thomaty01,23:17,1,4,.250,0,0,,0,0,,1,6,7,1,1,3,3,4,2,-9
hinriki01,19:41,1,4,.250,1,2,.500,1,2,.500,0,2,2,6,0,0,2,1,4,-10
gordobe01,29:22,7,11,.636,3,6,.500,7,8,.875,1,1,2,3,1,0,1,2,24,+18
sefolth01,22:56,2,4,.500,0,1,.000,2,2,1.000,0,6,6,1,0,1,1,2,6,+12
nocioan01,22:03,5,12,.417,1,4,.250,4,5,.800,0,1,1,2,0,1,1,3,15,+6
grayaa01,5:33,0,3,.000,0,0,,0,0,,0,0,0,0,0,0,2,3,0,-3
duhonch01,1:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Team Totals,240,38,71,.535,6,15,.400,19,23,.826,5,28,33,29,5,10,17,22,101,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,38:30,10,24,.417,3,7,.429,10,14,.714,0,5,5,4,2,2,3,4,33,-1
wallabe01,32:10,3,6,.500,0,0,,0,2,.000,4,4,8,0,3,3,0,2,6,+5
brownde02,28:47,3,6,.500,0,1,.000,0,0,,1,3,4,5,0,0,2,2,6,+11
westde01,28:44,5,10,.500,1,3,.333,0,0,,1,1,2,5,4,0,0,2,11,-3
ilgauzy01,28:00,9,18,.500,0,0,,5,6,.833,5,2,7,2,0,0,3,3,23,+8
szczewa02,26:36,4,7,.571,0,0,,2,2,1.000,2,6,8,2,1,0,1,2,10,-10
varejan01,22:08,2,5,.400,0,0,,0,0,,1,2,3,1,0,0,2,3,4,-11
gibsoda01,22:02,0,2,.000,0,1,.000,0,0,,0,1,1,3,1,0,1,1,0,-10
smithjo02,13:03,2,5,.400,0,0,,1,2,.500,0,3,3,1,0,0,0,2,5,-4
Team Totals,240,38,83,.458,4,12,.333,18,26,.692,14,27,41,23,11,5,12,21,98,
