Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,40:31,9,19,.474,3,7,.429,11,12,.917,1,6,7,6,1,0,4,3,32,+6
wadedw01,39:54,7,19,.368,2,5,.400,4,6,.667,1,5,6,2,1,2,3,5,20,-10
boshch01,35:57,6,10,.600,1,1,1.000,7,10,.700,1,8,9,2,1,0,7,1,20,-1
arroyca01,19:02,1,5,.200,0,2,.000,0,0,,0,1,1,2,0,0,1,2,2,-13
ilgauzy01,15:41,2,3,.667,0,0,,0,0,,1,3,4,0,0,2,1,2,4,-5
chalmma01,28:58,3,7,.429,2,5,.400,0,0,,0,6,6,4,1,0,1,3,8,+14
anthojo01,23:16,0,1,.000,0,0,,1,2,.500,1,1,2,0,0,4,0,2,1,-1
jonesja02,15:59,0,2,.000,0,2,.000,2,2,1.000,0,2,2,2,3,0,0,2,2,+13
howarju01,12:03,2,4,.500,0,0,,0,0,,2,4,6,0,1,0,0,0,4,+2
dampier01,8:32,1,2,.500,0,0,,0,0,,1,0,1,0,0,1,0,0,2,0
houseed01,0:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Team Totals,240,31,72,.431,8,22,.364,25,32,.781,8,36,44,18,8,9,17,20,95,
Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hinriki01,47:54,4,16,.250,0,4,.000,5,6,.833,0,6,6,12,2,0,5,4,13,-1
youngni01,45:38,13,23,.565,2,2,1.000,2,2,1.000,0,4,4,1,1,0,1,3,30,-1
blatcan01,40:17,8,21,.381,0,0,,4,6,.667,3,9,12,3,4,1,2,5,20,+6
mcgeeja01,26:55,2,7,.286,0,1,.000,1,2,.500,2,8,10,0,0,4,2,2,5,+3
thornal01,26:24,4,8,.500,0,0,,2,2,1.000,1,1,2,5,0,0,1,1,10,+3
howarjo01,21:56,5,9,.556,0,2,.000,3,6,.500,2,2,4,1,1,0,1,2,13,-6
armsthi01,20:46,0,1,.000,0,0,,1,2,.500,2,1,3,0,1,1,0,3,1,-2
booketr01,7:43,1,2,.500,0,0,,0,0,,2,1,3,0,1,0,1,3,2,-7
martica01,1:55,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0
geeal01,0:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Team Totals,240,37,87,.425,2,9,.222,18,26,.692,12,32,44,22,11,6,13,23,94,
