Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,45:16,8,23,.348,1,4,.250,9,11,.818,1,9,10,5,6,1,5,2,26,+7
wadedw01,43:57,4,19,.211,0,1,.000,6,7,.857,4,3,7,5,3,0,1,4,14,+1
boshch01,36:38,6,16,.375,0,0,,4,4,1.000,3,9,12,0,0,1,2,4,16,+7
arroyca01,36:27,6,11,.545,1,3,.333,2,2,1.000,1,2,3,3,1,0,3,1,15,+6
ilgauzy01,31:12,2,4,.500,0,0,,2,2,1.000,2,6,8,1,0,3,2,4,6,+12
dampier01,21:47,2,3,.667,0,0,,0,2,.000,1,1,2,2,0,1,0,0,4,-6
jonesja02,16:49,2,3,.667,2,2,1.000,0,1,.000,0,2,2,1,1,0,0,1,6,+4
chalmma01,16:33,3,5,.600,1,2,.500,0,0,,0,0,0,2,0,0,2,4,7,0
howarju01,16:22,2,5,.400,0,0,,3,3,1.000,1,3,4,1,0,0,1,1,7,-1
Team Totals,265,35,89,.393,5,12,.417,26,32,.813,13,35,48,20,11,6,16,21,101,
Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
bogutan01,47:53,4,17,.235,0,0,,4,8,.500,7,20,27,3,3,2,4,3,12,-7
mbahalu01,41:10,5,7,.714,0,0,,0,0,,1,3,4,2,3,2,3,2,10,+2
salmojo01,38:58,5,12,.417,2,7,.286,3,4,.750,1,2,3,1,2,0,4,3,15,-11
doolike01,25:31,1,4,.250,1,2,.500,0,0,,0,4,4,7,0,0,4,1,3,+3
ilyaser01,23:28,3,8,.375,1,4,.250,2,2,1.000,3,4,7,1,1,1,0,3,9,-3
douglch01,41:27,12,19,.632,2,3,.667,4,6,.667,1,4,5,2,2,4,2,2,30,+4
boykiea01,27:21,5,11,.455,0,2,.000,4,4,1.000,1,1,2,4,0,0,5,5,14,-7
brockjo01,9:27,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+3
maggeco01,6:39,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,1,3,2,-10
sandela01,3:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4
Team Totals,265,36,81,.444,6,19,.316,17,24,.708,14,39,53,20,11,9,23,23,95,
