Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,39:40,8,21,.381,2,4,.500,9,10,.900,1,5,6,7,1,1,5,2,27,-13
willima01,31:22,2,10,.200,1,5,.200,2,2,1.000,0,1,1,4,1,0,3,4,7,-4
parkean01,26:05,1,2,.500,1,1,1.000,0,0,,0,0,0,1,0,0,2,1,3,-15
onealsh01,22:44,2,8,.250,0,1,.000,3,6,.500,3,7,10,3,0,0,2,5,7,-12
hicksjj01,19:57,2,4,.500,0,0,,2,4,.500,2,8,10,0,1,1,2,1,6,-12
varejan01,30:13,4,6,.667,0,0,,2,4,.500,2,4,6,0,1,0,0,3,10,-8
westde01,28:53,6,12,.500,0,1,.000,2,2,1.000,0,2,2,3,2,0,4,3,14,+4
moonja01,18:40,0,2,.000,0,1,.000,0,0,,0,4,4,0,1,1,0,1,0,+8
ilgauzy01,18:38,4,8,.500,0,0,,0,0,,3,5,8,0,0,0,2,3,8,+8
gibsoda01,1:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-12
jacksda01,0:59,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,+3
willija04,0:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
Team Totals,240,30,75,.400,5,15,.333,20,28,.714,11,36,47,18,7,3,20,26,85,
Houston Rockets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
arizatr01,44:45,11,19,.579,4,6,.667,0,0,,0,5,5,2,2,0,3,2,26,+18
battish01,38:14,4,11,.364,4,7,.571,2,3,.667,2,2,4,3,3,2,2,4,14,+10
brookaa01,37:20,7,17,.412,1,4,.250,12,13,.923,0,3,3,6,1,0,3,1,27,+8
scolalu01,24:58,2,9,.222,0,0,,1,2,.500,1,9,10,1,1,0,0,4,5,+15
hayesch01,24:02,2,4,.500,0,0,,1,4,.250,3,4,7,3,1,0,2,3,5,+11
landrca01,28:58,5,8,.625,0,0,,4,5,.800,1,5,6,0,0,1,3,4,14,+4
lowryky01,19:06,0,3,.000,0,1,.000,2,2,1.000,0,0,0,4,1,0,0,2,2,-3
anderda03,14:33,1,3,.333,0,1,.000,0,0,,0,2,2,0,0,0,0,1,2,-9
budinch01,8:04,0,5,.000,0,2,.000,0,2,.000,0,0,0,0,0,0,0,0,0,-4
Team Totals,240,32,79,.405,9,21,.429,22,31,.710,7,30,37,19,9,3,13,21,95,
