New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
robinna01,38:03,9,18,.500,5,7,.714,3,3,1.000,2,2,4,6,1,1,1,0,26,+5
jeffrja01,37:14,3,4,.750,1,2,.500,5,5,1.000,1,6,7,3,0,0,2,5,12,+4
gallida01,31:19,5,10,.500,3,5,.600,0,0,,1,5,6,5,0,1,1,1,13,-21
leeda02,29:25,10,14,.714,0,0,,0,0,,1,7,8,1,2,1,5,2,20,-12
chandwi01,25:50,2,7,.286,0,2,.000,2,2,1.000,1,2,3,3,0,1,2,2,6,-18
duhonch01,30:16,2,6,.333,1,3,.333,0,0,,0,4,4,8,2,0,2,1,5,+3
harrial01,29:18,6,14,.429,2,8,.250,2,2,1.000,0,1,1,1,1,0,0,3,16,-1
hilljo01,18:35,4,5,.800,0,0,,0,0,,0,0,0,0,0,0,0,1,8,+5
Team Totals,240,41,78,.526,12,27,.444,12,12,1.000,6,27,33,27,6,4,13,15,106,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,43:51,17,31,.548,6,12,.500,7,7,1.000,1,7,8,8,5,0,5,2,47,+4
gibsoda01,39:10,2,6,.333,2,3,.667,0,0,,2,1,3,7,0,0,0,0,6,+8
parkean01,31:16,4,6,.667,2,3,.667,1,2,.500,0,3,3,0,0,0,1,1,11,+7
onealsh01,25:36,8,13,.615,0,0,,3,5,.600,1,0,1,1,1,3,5,0,19,+5
hicksjj01,15:03,5,7,.714,0,0,,0,0,,0,5,5,0,0,0,0,1,10,+5
varejan01,31:20,3,5,.600,0,0,,0,0,,4,3,7,0,1,0,1,3,6,+3
ilgauzy01,18:00,3,6,.500,0,0,,0,0,,0,2,2,1,0,0,1,1,6,+1
willija04,17:58,1,4,.250,1,4,.250,2,2,1.000,0,3,3,5,0,0,0,2,5,+2
moonja01,17:46,1,2,.500,0,0,,1,1,1.000,0,1,1,0,0,0,0,0,3,0
Team Totals,240,44,80,.550,11,22,.500,14,17,.824,8,25,33,22,7,3,13,10,113,
