Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,37:53,13,25,.520,1,3,.333,13,14,.929,2,7,9,7,1,1,2,1,40,+4
willima01,35:01,3,11,.273,1,3,.333,11,11,1.000,0,3,3,4,1,0,5,3,18,+5
parkean01,34:08,5,6,.833,2,3,.667,0,0,,0,5,5,1,1,0,1,3,12,+3
hicksjj01,33:01,7,9,.778,0,0,,1,3,.333,2,5,7,0,1,1,2,2,15,+7
ilgauzy01,28:53,1,12,.083,0,0,,2,6,.333,4,7,11,1,0,2,2,2,4,+2
varejan01,28:02,5,6,.833,0,0,,0,0,,3,4,7,1,1,0,1,3,10,+12
gibsoda01,24:06,1,6,.167,1,2,.500,0,0,,0,2,2,1,1,0,0,2,3,+12
moonja01,18:52,1,3,.333,1,2,.500,0,0,,0,3,3,0,0,0,1,1,3,+7
jacksda01,0:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Team Totals,240,36,78,.462,6,13,.462,27,34,.794,11,36,47,15,6,4,14,17,105,
Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
rushbr01,39:28,6,10,.600,1,3,.333,3,5,.600,0,4,4,3,0,0,0,1,16,-2
grangda01,37:28,7,21,.333,2,9,.222,3,4,.750,2,7,9,5,0,3,1,5,19,-7
jonesda02,35:14,7,13,.538,0,1,.000,3,4,.750,0,3,3,0,1,2,1,1,17,-8
fordtj01,30:36,6,9,.667,0,1,.000,2,2,1.000,2,2,4,4,1,1,2,2,14,-5
hibbero01,15:55,2,4,.500,0,0,,0,0,,1,1,2,1,0,0,1,5,4,+7
murphtr01,23:53,4,7,.571,1,3,.333,3,4,.750,2,8,10,1,2,0,2,1,12,-18
hansbty01,20:46,3,9,.333,0,0,,1,2,.500,2,1,3,2,3,1,1,4,7,-16
watsoea01,17:24,0,2,.000,0,1,.000,0,0,,0,5,5,3,1,0,1,1,0,-5
jonesso01,15:29,2,5,.400,0,0,,0,0,,0,1,1,1,0,1,1,2,4,0
headlu01,3:47,1,1,1.000,0,0,,0,0,,0,0,0,2,0,0,0,0,2,+4
Team Totals,240,38,81,.469,4,18,.222,15,21,.714,9,32,41,22,8,8,10,22,95,
