Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,45:00,4,21,.190,0,2,.000,3,5,.600,1,8,9,7,4,1,3,2,11,-8
mcinnje01,43:00,5,13,.385,2,3,.667,2,2,1.000,0,1,1,2,1,0,2,4,14,-7
goodedr01,32:00,9,14,.643,0,1,.000,0,0,,4,6,10,1,0,0,1,2,18,-15
newblir01,31:00,1,5,.200,0,0,,0,0,,2,1,3,0,0,0,0,2,2,-9
ilgauzy01,27:00,4,9,.444,0,0,,4,4,1.000,1,5,6,0,0,1,2,5,12,-14
harrilu01,20:00,0,4,.000,0,1,.000,2,2,1.000,1,3,4,1,0,0,0,0,2,-7
diopde01,17:00,1,2,.500,0,0,,0,0,,2,1,3,0,0,1,1,0,2,+2
varejan01,16:00,2,3,.667,0,0,,2,4,.500,2,3,5,0,1,3,0,3,6,+3
willisc01,4:00,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0
wagneda02,4:00,0,5,.000,0,3,.000,0,0,,0,0,0,1,0,0,2,2,0,-4
snower01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
Team Totals,240,27,78,.346,2,10,.200,13,17,.765,13,28,41,12,6,6,11,21,69,
Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hamilri01,42:00,7,17,.412,0,0,,7,7,1.000,0,2,2,3,0,0,0,2,21,+17
billuch01,42:00,6,15,.400,2,3,.667,2,2,1.000,0,5,5,6,2,1,0,2,16,+12
wallabe01,39:00,4,11,.364,0,0,,2,4,.500,6,9,15,0,0,1,1,2,10,+12
wallara01,38:00,6,10,.600,1,2,.500,0,1,.000,1,7,8,3,1,1,3,4,13,+15
princta01,26:00,2,8,.250,0,1,.000,3,4,.750,2,1,3,1,0,2,0,2,7,+1
hunteli01,21:00,1,6,.167,0,1,.000,2,2,1.000,1,0,1,2,2,0,2,0,4,+3
mcdyean01,18:00,3,4,.750,0,0,,4,4,1.000,1,3,4,1,0,0,4,4,10,+1
duprero01,11:00,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,+5
hamda01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
milicda01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
jenkiho01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Team Totals,240,29,71,.408,3,7,.429,20,24,.833,11,29,40,16,5,5,10,17,81,
