Phoenix Suns
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
nashst01,50:00,5,13,.385,1,3,.333,4,6,.667,1,6,7,17,0,0,1,5,15,+1
richaqu01,48:00,8,18,.444,5,11,.455,0,0,,1,7,8,1,0,1,2,3,21,+4
mariosh01,47:00,9,22,.409,0,2,.000,4,5,.800,3,9,12,3,2,0,1,4,22,+2
johnsjo02,42:00,7,14,.500,3,5,.600,0,0,,0,3,3,1,0,1,1,4,17,-6
stoudam01,29:00,7,19,.368,0,0,,6,9,.667,2,2,4,1,1,2,5,6,20,-13
huntest01,21:00,5,8,.625,0,0,,4,6,.667,2,6,8,1,0,2,2,4,14,+9
jacobca01,14:00,0,3,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
voskuja01,8:00,0,2,.000,0,0,,0,0,,1,1,2,0,0,1,1,0,0,-12
outlabo01,4:00,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,2,0,-3
lampema01,2:00,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-6
Team Totals,265,41,102,.402,9,21,.429,18,26,.692,11,36,47,24,3,7,14,29,109,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,48:00,13,24,.542,1,2,.500,11,12,.917,3,7,10,6,3,3,3,1,38,+14
mcinnje01,41:00,6,13,.462,1,3,.333,4,4,1.000,0,2,2,4,0,0,1,3,17,-15
goodedr01,38:00,6,13,.462,0,0,,4,5,.800,2,19,21,2,0,4,1,6,16,+9
ilgauzy01,32:00,8,15,.533,1,1,1.000,7,9,.778,1,5,6,1,0,2,2,5,24,+22
newblir01,27:00,2,6,.333,0,1,.000,2,4,.500,3,2,5,0,0,0,2,2,6,-16
snower01,31:00,1,4,.250,0,1,.000,7,8,.875,0,2,2,6,1,0,1,4,9,+16
harrilu01,24:00,2,8,.250,0,0,,0,1,.000,2,5,7,2,1,0,0,1,4,+15
traylro01,19:00,0,5,.000,0,0,,0,0,,2,2,4,1,0,2,1,4,0,-12
pavloal01,5:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,-8
Team Totals,265,38,89,.427,3,9,.333,35,43,.814,13,44,57,22,5,11,12,27,114,
