Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,48:54,9,20,.450,1,4,.250,7,11,.636,0,5,5,3,0,1,2,2,26,+7
hughela01,44:38,9,18,.500,0,1,.000,4,6,.667,1,8,9,7,4,1,3,4,22,+10
snower01,40:07,2,5,.400,0,0,,0,0,,1,4,5,4,4,0,1,5,4,+11
ilgauzy01,34:04,8,13,.615,0,0,,4,4,1.000,1,4,5,1,0,0,2,4,20,-1
goodedr01,25:54,4,7,.571,0,0,,3,4,.750,4,2,6,2,2,0,1,2,11,+3
marshdo01,35:55,7,12,.583,3,6,.500,0,0,,2,2,4,1,3,1,2,3,17,+9
jonesda01,19:46,3,6,.500,2,4,.500,0,1,.000,0,0,0,0,0,0,0,1,8,-4
hendeal01,9:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,+4
jackslu02,6:41,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,0,1,1,0,+1
Team Totals,265,42,82,.512,6,16,.375,18,26,.692,9,26,35,18,14,3,12,24,108,
Orlando Magic
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
francst01,46:49,7,16,.438,0,2,.000,8,8,1.000,2,4,6,7,2,1,5,3,22,-7
howardw01,45:30,9,13,.692,0,0,,3,4,.750,4,12,16,3,2,1,1,5,21,-1
stevede01,44:11,5,11,.455,0,0,,5,5,1.000,1,3,4,3,0,0,2,3,15,-9
turkohe01,40:09,4,13,.308,4,6,.667,5,5,1.000,1,2,3,3,0,1,2,6,17,+3
battito01,27:42,5,9,.556,0,0,,0,0,,1,2,3,0,0,1,0,2,10,-1
garripa01,27:48,3,6,.500,2,3,.667,0,0,,0,3,3,0,0,0,1,0,8,-6
nelsoja01,14:53,0,4,.000,0,1,.000,3,4,.750,0,1,1,2,3,0,5,1,3,-11
doolike01,9:17,1,3,.333,0,0,,0,0,,0,2,2,0,1,0,2,0,2,-3
catoke01,4:31,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,2,1,2,-6
morrite01,4:10,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+1
Team Totals,265,34,75,.453,6,12,.500,26,28,.929,9,30,39,18,8,4,20,22,100,
