Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
willima01,41:23,7,15,.467,1,4,.250,5,8,.625,1,5,6,9,0,0,0,4,20,-3
reddmi01,38:32,8,15,.533,3,5,.600,15,20,.750,1,6,7,6,3,2,1,1,34,+5
bogutan01,36:43,5,9,.556,0,0,,2,2,1.000,3,2,5,2,0,4,3,5,12,-1
masonde01,23:43,3,8,.375,0,0,,0,1,.000,2,1,3,0,0,0,1,0,6,-3
jianlyi01,15:51,2,5,.400,0,0,,1,2,.500,1,2,3,0,0,0,2,1,5,-3
villach01,27:23,6,11,.545,1,1,1.000,4,4,1.000,2,7,9,0,0,0,1,3,17,+6
simmobo01,21:45,1,6,.167,0,3,.000,0,0,,3,0,3,1,2,0,1,3,2,+1
iveyro01,14:46,6,7,.857,0,1,.000,3,4,.750,1,2,3,2,2,0,0,1,15,+10
gadzuda01,11:16,0,1,.000,0,0,,0,0,,1,0,1,1,1,1,0,2,0,+3
bellch01,8:38,0,3,.000,0,0,,0,0,,0,2,2,1,0,0,1,1,0,+5
Team Totals,240,38,80,.475,5,14,.357,30,41,.732,15,27,42,22,8,7,10,21,111,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,44:06,11,22,.500,1,7,.143,11,12,.917,0,7,7,7,1,1,3,4,34,-2
gibsoda01,36:33,9,15,.600,5,8,.625,3,4,.750,1,1,2,4,0,0,2,5,26,+1
ilgauzy01,34:34,8,16,.500,0,0,,0,0,,5,7,12,0,0,1,3,2,16,+1
goodedr01,33:32,3,8,.375,0,0,,5,6,.833,2,11,13,1,1,0,1,4,11,0
pavloal01,27:11,2,8,.250,1,1,1.000,0,0,,0,1,1,5,0,0,1,3,5,+4
newblir01,25:54,0,1,.000,0,0,,2,2,1.000,0,2,2,1,2,1,2,5,2,-10
brownde02,21:53,4,8,.500,1,2,.500,0,1,.000,1,1,2,0,1,0,1,4,9,-10
jonesda01,14:25,1,3,.333,0,2,.000,0,0,,0,0,0,1,0,0,0,3,2,-4
jonesdw02,1:53,1,2,.500,0,1,.000,0,0,,1,0,1,0,0,0,0,1,2,0
Team Totals,240,39,83,.470,8,21,.381,21,25,.840,10,30,40,19,5,3,13,31,107,
